fold,feature,is_commute_hte,is_income_hte,is_exact_te,is_income_digit,is_exact_frequency,gain_importance
4,FE__income_exact_frequency_log1p,False,False,False,False,True,815.7535185813904
4,FE__income_exact_frequency_rate,False,False,False,False,True,103.71827983856201
4,FE__commute_exact_frequency_count,False,False,False,False,True,4705.933909893036
4,FE__commute_exact_frequency_log1p,False,False,False,False,True,594.4485592842102
4,FE__commute_exact_frequency_rate,False,False,False,False,True,0.0
4,TE__Annual_Income_USD_exact,False,False,True,False,False,134671.9144821167
4,TE__Daily_Commute_km_exact,False,False,True,False,False,14473.30837225914
4,HTE__income_1k_bucket,False,True,False,False,False,16441.447358369827
4,HTE__income_10k_bucket,False,True,False,False,False,9915.203584194183
4,HTE__income_100k_bucket,False,True,False,False,False,1528.1888580322266
4,HTE__commute_1km_bucket,True,False,False,False,False,21321.75550889969
4,HTE__commute_5km_bucket,True,False,False,False,False,2768.3871064186096
4,HTE__commute_10km_bucket,True,False,False,False,False,1608.163233757019
