fold,feature,is_income_digit_feature,is_exact_frequency_feature,is_exact_te_feature,gain_importance
4,FE__income_last2,True,False,False,0.012411330826580524
4,FE__income_last3,True,False,False,0.01447343360632658
4,FE__income_exact_frequency_count,False,True,False,0.016767093911767006
4,FE__income_exact_frequency_log1p,False,True,False,0.01856187917292118
4,FE__income_exact_frequency_rate,False,True,False,0.017259933054447174
4,FE__commute_exact_frequency_count,False,True,False,0.012377480044960976
4,FE__commute_exact_frequency_log1p,False,True,False,0.012890233658254147
4,FE__commute_exact_frequency_rate,False,True,False,0.017364026978611946
4,TE__Annual_Income_USD_exact,False,False,True,0.12367355078458786
4,TE__Daily_Commute_km_exact,False,False,True,0.037360575050115585
