outer_fold,feature,segment,train_n,train_positives,selected_source,champion_auc_train4,cat_auc_train4,xgb_auc_train4,lgbm_auc_train4
0,Charging_Stations_Near_Work,14,13871,2344,CHAMPION,0.9462002662690445,0.9456307286853747,0.9460947675601221,0.9461582407352851
0,Charging_Stations_Near_Work,13,13700,2282,CHAMPION,0.9509156399117036,0.9507552346349821,0.9508422591510645,0.9506820265801081
0,Charging_Stations_Near_Work,4,36327,6265,CHAMPION,0.9475039613529751,0.9471559920086411,0.9474316075587973,0.9473175734766398
0,Charging_Stations_Near_Work,16,16025,2781,XGB,0.9467715245543197,0.9462149638826091,0.9468050284261619,0.9465340380332478
1,Charging_Stations_Near_Work,7,36448,6209,CHAMPION,0.9456876409487649,0.9454012075623378,0.9456231709339635,0.9454519255363101
1,Charging_Stations_Near_Work,2,39712,7454,CHAMPION,0.9419672226787437,0.9415424981239016,0.9418902798095374,0.9417755725100931
1,Charging_Stations_Near_Work,15,13053,2259,CHAMPION,0.9487580323303578,0.9483706620412713,0.9486928657018725,0.9487130431601574
1,Charging_Stations_Near_Work,9,39713,6917,CHAMPION,0.9485021335602604,0.948100096851693,0.9484360281844827,0.9484208441376125
1,Charging_Stations_Near_Work,5,37374,6556,CHAMPION,0.9467431451457554,0.9465774748091998,0.9466286199110834,0.9465668038032811
1,Charging_Stations_Near_Work,3,63969,11327,CHAMPION,0.9445418167757211,0.9441872108157228,0.9445242418588035,0.9442526645725734
1,Charging_Stations_Near_Work,1,42936,7756,CHAMPION,0.9438828795751959,0.9436308877559189,0.9437867922899135,0.9436547684772134
1,Charging_Stations_Near_Work,17,14516,2457,CHAMPION,0.9495189217388404,0.9490719941835292,0.949487736037201,0.9493742322335075
1,Charging_Stations_Near_Work,16,16038,2774,XGB,0.9479144697705647,0.9473511357835075,0.9479411178937974,0.947755477908339
1,Charging_Stations_Near_Work,12,13873,2247,CHAMPION,0.9476954803587343,0.947474798862118,0.9476257541928911,0.9475279882705391
1,Charging_Stations_Near_Work,14,13867,2396,CHAMPION,0.9441905034820333,0.9436318616634909,0.9441265765786088,0.9440515889019111
1,Charging_Stations_Near_Work,13,13769,2273,CHAMPION,0.9509173373795006,0.9507329353602133,0.9507941092997858,0.9507510177414759
1,Charging_Stations_Near_Work,10,12470,2039,XGB,0.9522019310061038,0.9514336463315834,0.952299303642249,0.9520056811831824
1,Charging_Stations_Near_Work,0,20539,3946,CHAMPION,0.9386479496342918,0.9383536279519183,0.9384982458757622,0.9384889371182819
1,Charging_Stations_Near_Work,11,12410,2089,CHAMPION,0.9509167638386538,0.9503896905503747,0.9508954981661198,0.9508134038577553
1,Charging_Stations_Near_Work,8,40535,7056,CHAMPION,0.9451175467797561,0.9447668514272899,0.9451113430228271,0.9448631292476367
1,Charging_Stations_Near_Work,4,36457,6287,CHAMPION,0.9477616342871019,0.9472649577741402,0.94774993292608,0.9476417869388559
1,Charging_Stations_Near_Work,6,39362,6654,CHAMPION,0.9473112915701628,0.9468741663949323,0.9472852691239686,0.9471478810841245
1,Charging_Stations_Near_Work,19,13493,2308,XGB,0.9476684467700537,0.9471854520127462,0.9476688147734378,0.9474128199983112
1,Charging_Stations_Near_Work,18,14398,2419,CHAMPION,0.9437181493133171,0.9435203558825437,0.9435320547350312,0.9436481632577279
2,Charging_Stations_Near_Work,7,36456,6190,CHAMPION,0.9472596958556055,0.946884983837972,0.9472054301082903,0.947093717343272
2,Charging_Stations_Near_Work,2,39628,7457,CHAMPION,0.9416985567689408,0.9413119151274015,0.9416564432386247,0.941434643783873
2,Charging_Stations_Near_Work,15,13125,2250,CHAMPION,0.9487600715197957,0.948383264367816,0.9486625593869733,0.9487097215836526
2,Charging_Stations_Near_Work,3,63753,11251,XGB,0.943872297464458,0.9434254792841528,0.9438723744917136,0.9436394423780619
2,Charging_Stations_Near_Work,5,37453,6635,CHAMPION,0.9475538914001415,0.9473052722738153,0.9474550883195275,0.9474010750232923
2,Charging_Stations_Near_Work,9,39855,6899,CHAMPION,0.9489264553891961,0.9485467197620387,0.9488684205540096,0.9488342044115059
2,Charging_Stations_Near_Work,18,14487,2452,LGBM,0.9433151744063502,0.9428788789630028,0.9431821678343006,0.9433628365066272
2,Charging_Stations_Near_Work,11,12578,2144,CHAMPION,0.9488433112971657,0.9482815222335705,0.9487752082028043,0.9487491023891468
2,Charging_Stations_Near_Work,16,15948,2786,XGB,0.9476396106697554,0.9470592619467407,0.9476607318617093,0.9473987827212125
2,Charging_Stations_Near_Work,12,13803,2285,CHAMPION,0.9467255324460279,0.9465249520966706,0.9466104808646956,0.9465974102755349
2,Charging_Stations_Near_Work,14,13835,2352,CHAMPION,0.9461180895331224,0.9454310897920084,0.9460717514385358,0.9460867840125686
2,Charging_Stations_Near_Work,13,13766,2250,CHAMPION,0.9503278144417429,0.950042086372583,0.9502856701786886,0.9501146617266797
2,Charging_Stations_Near_Work,0,20544,3953,CHAMPION,0.9377486030443634,0.9375371116312532,0.9375035441069417,0.9376679052826471
2,Charging_Stations_Near_Work,8,40487,6986,CHAMPION,0.9450068759350886,0.9446949735757852,0.9449526966959971,0.9448002534938921
2,Charging_Stations_Near_Work,1,43017,7792,CHAMPION,0.9425119228398255,0.942265075424486,0.9424325945119597,0.9422457711718302
2,Charging_Stations_Near_Work,19,13536,2278,XGB,0.9470401966425279,0.9465898096696354,0.9470619156628216,0.9467221904127175
2,Charging_Stations_Near_Work,4,36248,6221,CHAMPION,0.9471664351678944,0.9467536496261761,0.9471270905212796,0.9470223624007643
2,Charging_Stations_Near_Work,17,14587,2511,CHAMPION,0.9484979736064265,0.9479672844584854,0.9484752019896818,0.9484055185339524
2,Charging_Stations_Near_Work,6,39334,6671,CHAMPION,0.9458118250446397,0.9454136582644603,0.9457584460924879,0.9456394001523846
2,Charging_Stations_Near_Work,10,12492,2060,XGB,0.9509420463175293,0.9503050267288106,0.9510135682217523,0.950725921734469
3,Charging_Stations_Near_Work,2,39601,7502,CHAMPION,0.9421423028690008,0.9417193370593039,0.9421090542091152,0.9418896811582872
3,Charging_Stations_Near_Work,15,12991,2209,CHAMPION,0.9479525673584203,0.9476256010407164,0.9478320464190985,0.9479299158876785
3,Charging_Stations_Near_Work,9,39714,6895,CHAMPION,0.9505050986025467,0.9501218817227264,0.9504333004009664,0.950454622880355
3,Charging_Stations_Near_Work,3,63825,11275,XGB,0.9433961903033959,0.9429469566519902,0.9434009126563024,0.943153843135352
3,Charging_Stations_Near_Work,5,37403,6635,CHAMPION,0.9472084077409819,0.9468604625873054,0.9471198018983307,0.9471113398040066
3,Charging_Stations_Near_Work,1,43159,7821,CHAMPION,0.9428405968108271,0.9425024735462598,0.9427749911282897,0.9425950151158285
3,Charging_Stations_Near_Work,7,36358,6149,CHAMPION,0.9462565291799918,0.9459834761720001,0.9461940571539821,0.9459994057445763
3,Charging_Stations_Near_Work,17,14481,2472,CHAMPION,0.9496217575222036,0.949192838380923,0.949590665684663,0.949503487271278
3,Charging_Stations_Near_Work,18,14506,2433,CHAMPION,0.9447561925400452,0.9444059291454447,0.9446208329388466,0.9446651414199732
3,Charging_Stations_Near_Work,11,12499,2126,CHAMPION,0.9494938964761163,0.9490142338016809,0.9493944088690345,0.9494665079097181
3,Charging_Stations_Near_Work,16,16169,2782,CHAMPION,0.9457416867990593,0.9453128368954785,0.9457153594453067,0.9454557510620759
3,Charging_Stations_Near_Work,14,13891,2379,LGBM,0.9452033128944748,0.94457812685763,0.9451181083846643,0.9452083700295117
3,Charging_Stations_Near_Work,13,13735,2294,CHAMPION,0.9511804316249844,0.9509962106488181,0.9511109534553795,0.9509614810894025
3,Charging_Stations_Near_Work,10,12531,2066,XGB,0.9531091283395675,0.9524524194186217,0.9531803332826102,0.9529080246745131
3,Charging_Stations_Near_Work,0,20422,3918,CHAMPION,0.9395042011254964,0.9392940180387224,0.9393406523627728,0.9392833936710812
3,Charging_Stations_Near_Work,8,40579,7019,CHAMPION,0.9452069862815743,0.9448536099274895,0.9451878317340928,0.9449537085700127
3,Charging_Stations_Near_Work,19,13543,2293,CHAMPION,0.948368309347289,0.9478956631293308,0.9483677666327469,0.94811110141978
3,Charging_Stations_Near_Work,4,36465,6320,CHAMPION,0.9470538704279525,0.9466149580823489,0.9470148527895762,0.9469255560151253
3,Charging_Stations_Near_Work,6,39184,6581,XGB,0.9462395853832131,0.9457310198278347,0.9462398790069048,0.9460378728980685
3,Charging_Stations_Near_Work,12,13876,2254,CHAMPION,0.9453268760086468,0.9451831707969939,0.9452111521810134,0.9451004482060383
4,Charging_Stations_Near_Work,7,36541,6218,CHAMPION,0.9465507596367264,0.9462527141702715,0.9464796744458428,0.9463242316108795
4,Charging_Stations_Near_Work,2,39691,7478,CHAMPION,0.9412898848844014,0.9409253909980229,0.9412270467652349,0.9410647249896793
4,Charging_Stations_Near_Work,15,12964,2218,CHAMPION,0.9486216860611376,0.948274460167786,0.9485507388661574,0.9485324041977915
4,Charging_Stations_Near_Work,9,39878,6935,CHAMPION,0.9505243561441175,0.9501802954704857,0.950436984062463,0.9504472484546015
4,Charging_Stations_Near_Work,3,63708,11301,CHAMPION,0.943255275667876,0.9428278212891065,0.9432521114716219,0.943013722040221
4,Charging_Stations_Near_Work,5,37395,6556,CHAMPION,0.9483422494922903,0.9480615967859687,0.9482214242795065,0.9482262640146811
4,Charging_Stations_Near_Work,1,42861,7845,CHAMPION,0.9442109610859127,0.9439491159317791,0.9441231927773561,0.943961635019839
4,Charging_Stations_Near_Work,17,14458,2470,CHAMPION,0.9481617582494775,0.9477026452903645,0.948137780155324,0.9480663524523174
4,Charging_Stations_Near_Work,18,14522,2440,CHAMPION,0.9461057093467861,0.9456740789034495,0.9459613067535773,0.9461050478831807
4,Charging_Stations_Near_Work,11,12439,2029,LGBM,0.9489922776796963,0.9482493754110072,0.9489484132338535,0.9490463211388754
4,Charging_Stations_Near_Work,16,16016,2785,CHAMPION,0.9464899838757979,0.9461455314059644,0.9464800241313481,0.9461954251121523
4,Charging_Stations_Near_Work,12,13817,2281,CHAMPION,0.9491406274227001,0.9489728245635264,0.9490582366178788,0.9488871844903414
4,Charging_Stations_Near_Work,14,14000,2373,CHAMPION,0.9439201285091725,0.9432310781345031,0.9438930362147682,0.9438522618586416
4,Charging_Stations_Near_Work,13,13762,2253,CHAMPION,0.9502322561431977,0.9500531377496999,0.9501982990443767,0.950000071346545
4,Charging_Stations_Near_Work,10,12462,2024,XGB,0.9519184236375603,0.9511940494483898,0.9520124050766164,0.9517086871699407
4,Charging_Stations_Near_Work,0,20614,3930,CHAMPION,0.9372040711248087,0.936966356515941,0.9370170823869893,0.937008900056918
4,Charging_Stations_Near_Work,8,40587,7045,CHAMPION,0.944388622609265,0.9439896059045111,0.9443832058439786,0.9441491550332816
4,Charging_Stations_Near_Work,19,13514,2313,XGB,0.9471393546828722,0.9466373844933015,0.9471604293252027,0.9468750338940848
4,Charging_Stations_Near_Work,4,36391,6307,CHAMPION,0.9476687093167828,0.9472670012680735,0.94762620637059,0.9475093199745748
4,Charging_Stations_Near_Work,6,39312,6622,CHAMPION,0.9467717987050405,0.9463652587355164,0.9467612223371042,0.9465410518753409
