outer_fold,feature,segment,train_n,train_positives,selected_source,champion_auc_train4,cat_auc_train4,xgb_auc_train4,lgbm_auc_train4
0,audit_commute_1km,39,7949,1418,CHAMPION,0.9438426888449338,0.9435137271975534,0.9437042042518712,0.9437986869177032
0,audit_commute_1km,30,9879,1660,XGB,0.9481608145686531,0.9477256635741165,0.9481995142023258,0.9479554426490484
0,audit_commute_1km,34,11526,1864,XGB,0.9397171610743562,0.9392468937201888,0.9397218806829641,0.9395146065778684
0,audit_commute_1km,57,6964,1063,XGB,0.9504626589590585,0.949926611287562,0.9505591076850821,0.95017187800655
0,audit_commute_1km,59,6248,622,CAT,0.9480213878375892,0.9483604486747909,0.9475923108489182,0.947541730344759
0,audit_commute_1km,26,7902,1494,CHAMPION,0.9432086439808338,0.942598421150269,0.9431834182339011,0.9431039806333115
0,audit_commute_1km,53,8191,1366,CHAMPION,0.9445856193586795,0.9442550909315185,0.9444773381815842,0.944498039783545
0,audit_commute_1km,61,4379,628,CHAMPION,0.9468793459748315,0.9465879162584245,0.9468617285921208,0.946708054073054
0,audit_commute_1km,12,2502,813,CHAMPION,0.9425943282523412,0.9412984094316963,0.9425593723077551,0.9422396710645614
0,audit_commute_1km,43,10718,2037,CHAMPION,0.9434809497400273,0.9434697809451538,0.9434025702479025,0.943159429824822
0,audit_commute_1km,51,7998,1216,CHAMPION,0.9427984680811436,0.9424286933096896,0.9427368086381909,0.9426882450061308
0,audit_commute_1km,64,1622,234,CAT,0.9380249513534815,0.9384991009630778,0.937683194167344,0.9368180250745093
0,audit_commute_1km,27,9568,1708,CHAMPION,0.9442993903856125,0.9440486618874806,0.9441612885925237,0.9440584198890418
0,audit_commute_1km,24,9166,1425,XGB,0.9481984511724991,0.9473677411459148,0.9482965390481759,0.9480516819758995
0,audit_commute_1km,58,6646,943,XGB,0.9421768119289042,0.9413043571233461,0.9422465413730824,0.9418651677997236
0,audit_commute_1km,71,587,66,CAT,0.9519281102774385,0.9524806607340197,0.9512592334089455,0.951608212644681
0,audit_commute_1km,40,8791,1651,CHAMPION,0.9511095473925487,0.9507621219293289,0.9510345991818897,0.9508300715804189
0,audit_commute_1km,46,11511,2032,CHAMPION,0.9433910268284722,0.9431824482714795,0.9432668142092799,0.9431067265974599
0,audit_commute_1km,56,6041,1192,CHAMPION,0.9444539696138828,0.9437962715622539,0.9443986928737814,0.9443867551740412
0,audit_commute_1km,25,7580,1318,XGB,0.9431881682465569,0.9429562614590308,0.9432399656089746,0.942903070717273
0,audit_commute_1km,38,9646,1780,XGB,0.9482290086476572,0.9474146661638626,0.9482899664892568,0.9482411145107518
0,audit_commute_1km,60,4037,755,XGB,0.9496801740176196,0.9488879741394967,0.9497108450266555,0.9494005028431218
0,audit_commute_1km,16,5549,1293,XGB,0.9380515165524019,0.9373470836313522,0.9380736862457769,0.9379933665369922
0,audit_commute_1km,67,3011,92,CAT,0.9289996574169236,0.9301838032679446,0.9275697454458793,0.928493230260512
0,audit_commute_1km,62,2659,241,CHAMPION,0.9417645665805215,0.941316680909774,0.9415346176154635,0.9415243213931475
0,audit_commute_1km,44,9535,1669,CHAMPION,0.9494126605665874,0.9492396000290669,0.9492592902354704,0.9492901394950196
0,audit_commute_1km,17,5188,1160,CHAMPION,0.9439253886586995,0.9437543873917064,0.943874131082423,0.9435028079306922
0,audit_commute_1km,70,1383,238,CHAMPION,0.9558511614252688,0.9543539686617004,0.9557814392132399,0.9556309860188618
0,audit_commute_1km,22,9327,2003,CHAMPION,0.9409965472326737,0.9405569076750793,0.9408827092512515,0.9408593281568636
0,audit_commute_1km,15,3712,1165,CHAMPION,0.9458745540912391,0.945857366488556,0.9456430269727408,0.9454731730168119
0,audit_commute_1km,69,1633,109,CAT,0.9396475956560476,0.9396746851597678,0.9393857304534181,0.9379590165908162
1,audit_commute_1km,23,6317,1138,LGBM,0.9518206044350392,0.951255000676994,0.9516855450105891,0.9521609677584648
1,audit_commute_1km,5,116031,21400,CHAMPION,0.9434974809187521,0.9430264985481729,0.9434948138944411,0.9433690820429219
1,audit_commute_1km,36,10047,1850,CHAMPION,0.944273152010129,0.9441606520513438,0.9442511597848917,0.9438339009987173
1,audit_commute_1km,55,8831,1535,CHAMPION,0.9492489749414252,0.948741579875993,0.9491390579461684,0.9492275451454368
1,audit_commute_1km,42,7579,1466,CHAMPION,0.9487341516491704,0.9482711234907648,0.948658607592479,0.9487121691097785
1,audit_commute_1km,52,10452,1641,CHAMPION,0.9487265966016248,0.948194085408308,0.9487143895458914,0.9486485821037924
1,audit_commute_1km,31,10601,1712,XGB,0.9433870540403291,0.9428277809494671,0.9433899125034303,0.9432744240229707
1,audit_commute_1km,66,2895,251,CAT,0.9405027394205328,0.9410135554604577,0.9402978102717722,0.9386237199462362
1,audit_commute_1km,27,9651,1661,CHAMPION,0.946462992949495,0.9460605859672573,0.9464260337462769,0.9462415768054439
1,audit_commute_1km,47,11136,1758,LGBM,0.9442371236047089,0.943597298011394,0.9442494366914458,0.9442898029930386
1,audit_commute_1km,44,9535,1668,LGBM,0.9458501331640928,0.9456193021939381,0.9456567198256141,0.9458797776828748
1,audit_commute_1km,35,8103,1441,CHAMPION,0.9448544064120388,0.9444681019947827,0.9447627912751974,0.9447769580274546
1,audit_commute_1km,25,7587,1323,CAT,0.9450274469089466,0.9450572516504828,0.9450105535331771,0.944575850774537
1,audit_commute_1km,18,4466,752,CHAMPION,0.942999067645138,0.9426465701944339,0.9428288162100849,0.9429498361576095
1,audit_commute_1km,49,9622,1424,CHAMPION,0.942314393617517,0.9417283452938644,0.9421995224924686,0.9423117809632934
1,audit_commute_1km,54,8786,1509,LGBM,0.943803351846231,0.9432104182199187,0.9437313182878817,0.9439194615641774
1,audit_commute_1km,48,11635,1734,CHAMPION,0.948646939184664,0.9483718979372139,0.9486129521944295,0.9483630153048047
1,audit_commute_1km,32,10684,1883,CHAMPION,0.9472878600974893,0.9471386652038225,0.947196894960097,0.9470108011068844
1,audit_commute_1km,29,8967,1438,CHAMPION,0.9475184594533035,0.9471460930577011,0.9474266494081023,0.9474466000819085
1,audit_commute_1km,45,10080,1569,CAT,0.9521299583136104,0.9523243605040349,0.9519822845387581,0.9518624680885733
1,audit_commute_1km,41,10354,1771,XGB,0.9468434017238783,0.9466803149082073,0.9468611971993277,0.9465291027073923
1,audit_commute_1km,37,10294,1680,CHAMPION,0.94356556878614,0.9432720267117758,0.9434878298893276,0.9435531305626499
1,audit_commute_1km,21,8835,1430,CHAMPION,0.9417030639853057,0.94153005670899,0.9415530991628224,0.9415388392836064
1,audit_commute_1km,28,9058,1572,CHAMPION,0.9461730599408974,0.9459093785923716,0.9460701536846726,0.9460749123554809
1,audit_commute_1km,39,7927,1407,LGBM,0.9432557305497055,0.9427354899472837,0.9431331510719846,0.9433117061493583
1,audit_commute_1km,30,9968,1666,XGB,0.9475760552353922,0.9469723447075772,0.9476250389339065,0.9475062489462178
1,audit_commute_1km,34,11524,1861,XGB,0.939663044380691,0.9391964885641274,0.9397000240729456,0.9394572927095008
1,audit_commute_1km,57,6899,1042,XGB,0.9474546427540319,0.9467473669480914,0.9475229698734752,0.9473212655952145
1,audit_commute_1km,59,6252,633,CAT,0.9462969382542362,0.9465578449556304,0.9457406840422659,0.9458618594606936
1,audit_commute_1km,22,9360,2029,CHAMPION,0.9404311000249486,0.9400562327764264,0.9402756336490147,0.940411502857993
1,audit_commute_1km,33,9576,1655,LGBM,0.9439655800424969,0.9433593671036226,0.9439147380991522,0.9439880450872304
1,audit_commute_1km,26,7982,1520,XGB,0.9390540243366075,0.9383590199384255,0.939066597843262,0.939047101272215
1,audit_commute_1km,61,4344,623,CHAMPION,0.944090910855614,0.9439811265978572,0.9439008913446437,0.9440229697137803
1,audit_commute_1km,12,2521,825,CHAMPION,0.9440180102915952,0.9433590623213264,0.9438221841052029,0.9437735849056603
1,audit_commute_1km,43,10713,2056,CHAMPION,0.9427516766306386,0.9427253546195719,0.9426454053735782,0.9424897487424989
1,audit_commute_1km,64,1567,242,CHAMPION,0.9479432402931546,0.9479276469670982,0.9475097458287853,0.9471822859815998
1,audit_commute_1km,11,2648,782,CHAMPION,0.9375268980792373,0.9373213076646848,0.9372579172868644,0.937095500859368
1,audit_commute_1km,58,6560,885,XGB,0.9451761367878742,0.9443001567983275,0.9453810199357874,0.944790263570522
1,audit_commute_1km,50,10206,1779,XGB,0.9474047290245166,0.9469122543221277,0.9474388480561124,0.947204150475135
1,audit_commute_1km,40,8865,1675,XGB,0.9480865214954435,0.9474137379860088,0.9481033774105827,0.9479745500591618
1,audit_commute_1km,16,5540,1291,CHAMPION,0.9390700030754036,0.9387795077859483,0.9389330956625508,0.938871113611459
1,audit_commute_1km,46,11633,2078,CHAMPION,0.9430261154583993,0.9428011376313314,0.9429187888970647,0.9428202257433661
1,audit_commute_1km,38,9698,1770,XGB,0.947922438956256,0.9473872907010552,0.9479440672265075,0.9477896406642835
1,audit_commute_1km,24,9195,1425,LGBM,0.9472889882363567,0.9465315541105014,0.9473092641513695,0.947400392874077
1,audit_commute_1km,60,4097,757,XGB,0.9518715541176563,0.9509780966468648,0.9518869790142305,0.9517026712756785
1,audit_commute_1km,67,3065,94,CAT,0.9409003344385799,0.9425940116158324,0.9396614077930634,0.9395289214176759
1,audit_commute_1km,62,2633,258,CHAMPION,0.9511578947368422,0.9504953080375358,0.9511578947368422,0.9506095471236231
1,audit_commute_1km,20,6218,1246,XGB,0.9441499201305803,0.9435986790876421,0.9442056899052026,0.9438394334113733
1,audit_commute_1km,17,5221,1168,CHAMPION,0.9433978804808886,0.9431082675102833,0.9433104262359355,0.9432362802456491
1,audit_commute_1km,70,1352,245,XGB,0.9604999723466623,0.9595228877458842,0.9609166159688809,0.9594675810703686
1,audit_commute_1km,51,8061,1221,CHAMPION,0.9445629840366683,0.9441939547202705,0.9445125747757326,0.9444299562720616
1,audit_commute_1km,56,5954,1171,LGBM,0.9469599758467088,0.9464913005836748,0.9467770585869075,0.9469693493519693
1,audit_commute_1km,53,8037,1316,CHAMPION,0.9468837522821225,0.9464954466086201,0.9468796255803951,0.9467427095313018
1,audit_commute_1km,71,579,57,CAT,0.9582577132486388,0.9583921489547624,0.9572830543792431,0.95792162398333
1,audit_commute_1km,19,3627,963,CAT,0.9366404956358227,0.9368291578182543,0.9362563498077516,0.9362017781020897
1,audit_commute_1km,15,3683,1158,CHAMPION,0.9462393337779373,0.9461221977119992,0.9460657671984816,0.9459477761247628
1,audit_commute_1km,13,1045,317,CAT,0.9531753735223767,0.9533097029153812,0.9528070509931709,0.9519794086040143
1,audit_commute_1km,69,1647,106,CAT,0.946891873691428,0.947663242442423,0.9461511148115044,0.9454715756737232
2,audit_commute_1km,23,6303,1141,LGBM,0.9533520593591476,0.9529988240771146,0.9532036682817638,0.953496545408179
2,audit_commute_1km,5,116383,21452,XGB,0.9439319618157042,0.9434190305052776,0.9439469918201362,0.9438463617960167
2,audit_commute_1km,36,10014,1868,CHAMPION,0.9415700602652554,0.9415206738268569,0.941483445061251,0.9411953082160633
2,audit_commute_1km,50,10044,1742,CHAMPION,0.9472887171724351,0.9468488773817106,0.9472813876616951,0.9471409514700648
2,audit_commute_1km,55,8842,1558,CHAMPION,0.9503614671649188,0.949933744384266,0.9502956873841693,0.9501467686574896
2,audit_commute_1km,42,7616,1461,CHAMPION,0.9444305809703802,0.9440321358294259,0.9443158736963375,0.9444285236901381
2,audit_commute_1km,52,10578,1649,CHAMPION,0.9470392771056025,0.9466846161426702,0.9470194114733432,0.9467755905509138
2,audit_commute_1km,31,10663,1717,XGB,0.9432190437649517,0.9427097106680724,0.9432311854691209,0.943036722893499
2,audit_commute_1km,27,9514,1679,CHAMPION,0.9440881826747544,0.94392964937573,0.9439491477172308,0.9437746128552983
2,audit_commute_1km,33,9570,1629,LGBM,0.9411118942037923,0.9407051962180566,0.9410301835459473,0.9411204749824308
2,audit_commute_1km,19,3580,949,CAT,0.9329915384335027,0.9332118187181369,0.9325209396436025,0.9325137304706509
2,audit_commute_1km,44,9537,1676,CHAMPION,0.9470254198925908,0.9467119862139275,0.9468895568862203,0.9469972605767454
2,audit_commute_1km,35,8060,1442,LGBM,0.9473500171222183,0.9468749122407724,0.9471867587619861,0.9474195957815214
2,audit_commute_1km,25,7507,1328,XGB,0.9452407664319684,0.9448620058807817,0.9453124847667088,0.9449929512515185
2,audit_commute_1km,18,4484,733,LGBM,0.9422027704844874,0.9418396113014702,0.9419690901889556,0.9422131360695812
2,audit_commute_1km,20,6249,1258,XGB,0.9415380912988371,0.9410067692593885,0.9415821292316632,0.9413558077034687
2,audit_commute_1km,32,10919,1956,CHAMPION,0.9449746195846728,0.9447024828498528,0.9449381996925785,0.9448067230265209
2,audit_commute_1km,54,8821,1542,CHAMPION,0.9460536137127771,0.9455591917405737,0.9460313404461672,0.9460004251521131
2,audit_commute_1km,48,11659,1756,XGB,0.9473033355208392,0.9467621233481858,0.947303479284366,0.9471231998218713
2,audit_commute_1km,13,1016,326,CAT,0.951071396816929,0.9512714501644883,0.9507646483506713,0.9500978038588068
2,audit_commute_1km,45,10046,1587,CHAMPION,0.9509227317086688,0.9508224295208594,0.9508033598141539,0.9507064469687472
2,audit_commute_1km,37,10352,1682,CHAMPION,0.9446561530116697,0.9443455503485579,0.9445421156502048,0.9446359238946331
2,audit_commute_1km,21,8843,1423,CHAMPION,0.9421806365580481,0.942061682069505,0.942036963023717,0.9420835598456622
2,audit_commute_1km,11,2667,799,CHAMPION,0.9386770266902149,0.9383661455834783,0.9385581012668405,0.9380321493944518
2,audit_commute_1km,28,9056,1557,CHAMPION,0.9445324030787063,0.9442115724614277,0.9444649567062806,0.9443556721714041
2,audit_commute_1km,39,7887,1396,LGBM,0.9453514873360027,0.9451239295846706,0.9451075966325867,0.9454287377850487
2,audit_commute_1km,34,11588,1860,XGB,0.9420094307088285,0.9413468383029145,0.9420452435271647,0.9419669858870967
2,audit_commute_1km,57,6880,1049,XGB,0.9452533294401785,0.9443721380694456,0.9454634093866336,0.9450826497015801
2,audit_commute_1km,59,6148,618,CAT,0.9501492301480012,0.950850172931407,0.9495435313119962,0.9496079051013302
2,audit_commute_1km,22,9303,2008,LGBM,0.943326112957355,0.9428339076865944,0.9431982829477156,0.9433752993509171
2,audit_commute_1km,47,10977,1719,LGBM,0.943813856066624,0.9432079621467263,0.9437809615406126,0.943878765417856
2,audit_commute_1km,26,7935,1509,CHAMPION,0.9398347955631703,0.9393347870036757,0.939767608685474,0.939824689171744
2,audit_commute_1km,53,8152,1326,CHAMPION,0.9444774968744739,0.9442309018087616,0.9443860733006042,0.9443647503401731
2,audit_commute_1km,12,2516,822,CHAMPION,0.9441064354800253,0.9436507697124816,0.943925461841852,0.943556333071927
2,audit_commute_1km,41,10375,1760,CHAMPION,0.9457214227299109,0.9455158813908088,0.9456783226929775,0.9455057906400042
2,audit_commute_1km,43,10699,2048,CHAMPION,0.9450818772757485,0.9449624456348977,0.9450359051247689,0.9447612292834643
2,audit_commute_1km,51,7995,1207,CHAMPION,0.9426409927553816,0.9420958399710195,0.9426195723336519,0.9425213801440135
2,audit_commute_1km,49,9614,1418,LGBM,0.9400464793793251,0.9394914940102883,0.9398889753920349,0.9401384176532499
2,audit_commute_1km,30,9887,1635,CHAMPION,0.94795705164979,0.9475894269353291,0.947924254485244,0.9478950520381677
2,audit_commute_1km,24,9150,1418,LGBM,0.9460344951502995,0.9453394462009037,0.9460477658834714,0.9460907247516775
2,audit_commute_1km,66,2859,254,CHAMPION,0.9398748620913748,0.9396421176719513,0.9397962730666344,0.9384375897350644
2,audit_commute_1km,71,591,62,CAT,0.9529849381059821,0.9530154277699859,0.9517958412098299,0.9523446551619001
2,audit_commute_1km,58,6497,886,XGB,0.9461228407759186,0.9453696242426095,0.946285975669366,0.9457744441847339
2,audit_commute_1km,61,4382,638,CHAMPION,0.9485615856844305,0.948188784395681,0.9484843461136565,0.9485144883851779
2,audit_commute_1km,29,8999,1462,LGBM,0.9462763000297484,0.9459367984337008,0.9461193905778461,0.9462794309586612
2,audit_commute_1km,16,5553,1319,CHAMPION,0.9410056608780574,0.9405682114855624,0.9409808607385319,0.9408573076968533
2,audit_commute_1km,46,11633,2043,CHAMPION,0.9423563611752942,0.9421208868554443,0.9422449147295605,0.9421486017260801
2,audit_commute_1km,38,9695,1754,XGB,0.9444808326286638,0.9439569791867244,0.9445211456153901,0.9443717398711736
2,audit_commute_1km,56,5991,1180,CHAMPION,0.9430794189868557,0.9424394660541344,0.9430371429879971,0.9429666829898996
2,audit_commute_1km,40,8813,1652,CHAMPION,0.9489567261866722,0.9485117969848113,0.9489219416580191,0.9488202085347286
2,audit_commute_1km,67,3041,95,CAT,0.92444349162111,0.9262264622860613,0.9230535605816987,0.9231786186443706
2,audit_commute_1km,62,2657,257,CHAMPION,0.9445395590142672,0.9440904669260701,0.9441018158236058,0.9439056420233464
2,audit_commute_1km,17,5250,1152,CHAMPION,0.9435620907556531,0.9434353139742964,0.9434961075185727,0.9430711881812266
2,audit_commute_1km,60,4058,757,CHAMPION,0.9486805367413982,0.9479958236905914,0.9486477217383789,0.9484728417832633
2,audit_commute_1km,15,3721,1177,CHAMPION,0.9436410258465451,0.9433621615556018,0.9435872568036208,0.9430572476662231
2,audit_commute_1km,69,1613,107,CHAMPION,0.9394540219185564,0.9383587146740143,0.9390289310049521,0.9392461307418302
2,audit_commute_1km,70,1357,236,XGB,0.9545200260058362,0.9534805485417076,0.9546334235473776,0.9537527026414068
2,audit_commute_1km,64,1596,222,CHAMPION,0.9379106180416223,0.93739263280748,0.9376188415489726,0.9370582372765779
3,audit_commute_1km,5,116006,21376,XGB,0.9437060139304767,0.9432094037382278,0.9437262568016245,0.9436024130441694
3,audit_commute_1km,36,10136,1872,CHAMPION,0.9432684098365065,0.9431198985818419,0.9432379965414815,0.9427855139374985
3,audit_commute_1km,23,6382,1129,LGBM,0.9513940070855794,0.9509927854292886,0.9511863565414643,0.9516864714532351
3,audit_commute_1km,50,10127,1776,XGB,0.9477880541899821,0.9473457149222027,0.9477919311060551,0.9476628466569791
3,audit_commute_1km,42,7613,1501,LGBM,0.9458585746500587,0.9454478536996278,0.9456901114789095,0.9459327507665047
3,audit_commute_1km,52,10444,1575,XGB,0.9477561758720853,0.9471507498026834,0.9478004177203635,0.9475001387032054
3,audit_commute_1km,31,10665,1738,XGB,0.9459562880765521,0.945323389574793,0.9460086563267356,0.945773047540832
3,audit_commute_1km,66,2843,246,CAT,0.9474346572499226,0.9479339826128333,0.9471842119268324,0.9459351158779203
3,audit_commute_1km,27,9525,1689,CHAMPION,0.9444078747539479,0.9440305042597645,0.9443095748214356,0.9441789364022859
3,audit_commute_1km,47,11072,1738,XGB,0.9440228110453066,0.9434429063056404,0.9440371429987452,0.9440042565593498
3,audit_commute_1km,33,9618,1645,LGBM,0.9413137118931408,0.9408086257685038,0.9412221414447013,0.9414228187305407
3,audit_commute_1km,19,3645,973,CAT,0.9341015425469718,0.9344561775729117,0.9336740188687375,0.9335005477226431
3,audit_commute_1km,44,9484,1664,CHAMPION,0.9488526015025575,0.9487092391304348,0.9487097770755459,0.9487752526805037
3,audit_commute_1km,25,7539,1307,XGB,0.9439540889237668,0.9436417586551333,0.9440470268220983,0.9436570436859687
3,audit_commute_1km,18,4456,739,LGBM,0.946242495530356,0.9459729152855457,0.9459896616613205,0.9463198565054026
3,audit_commute_1km,49,9680,1417,LGBM,0.9440040633134196,0.9433654767479588,0.9438017346289771,0.9442297507548038
3,audit_commute_1km,20,6268,1290,XGB,0.9445020882581031,0.9438418965930715,0.9446231636253781,0.9442137653738464
3,audit_commute_1km,32,10766,1920,CHAMPION,0.9454596062721381,0.9452383728050344,0.9454149474338683,0.9452195318976562
3,audit_commute_1km,48,11604,1715,XGB,0.9471444992772545,0.9466084323159077,0.9471965051134651,0.9468842932056026
3,audit_commute_1km,29,8981,1454,LGBM,0.9475080448578607,0.9470018890271044,0.9473667835681505,0.9476089653588209
3,audit_commute_1km,13,1020,310,CAT,0.9534075420263517,0.953498409813721,0.9526896865061336,0.9529213993639254
3,audit_commute_1km,41,10413,1738,CHAMPION,0.947388133699008,0.947172244091224,0.9473872714670876,0.9470966329843504
3,audit_commute_1km,21,8877,1442,CHAMPION,0.9420916551863726,0.9416123742802859,0.942023566237955,0.9419900813989387
3,audit_commute_1km,11,2594,757,CAT,0.937092669470714,0.9372879076721063,0.9367090246072045,0.9365378765706248
3,audit_commute_1km,45,10086,1584,CHAMPION,0.9500983800009029,0.9500327017528852,0.9499339430532092,0.9499999554472031
3,audit_commute_1km,39,7837,1380,CHAMPION,0.942303432069005,0.9419167603746526,0.9421852028918172,0.9422275117668051
3,audit_commute_1km,30,9807,1644,XGB,0.9479918810560857,0.9472934444274547,0.9480518290202096,0.9479877454289771
3,audit_commute_1km,34,11618,1901,XGB,0.9380275851846608,0.9375209810601625,0.9380463974237355,0.9378019736556109
3,audit_commute_1km,59,6232,633,CAT,0.9532520617679697,0.9542024966656479,0.9526300538321134,0.9528374368363568
3,audit_commute_1km,22,9281,2011,LGBM,0.9421658525975088,0.9417575070263482,0.942040783941417,0.9421988554012081
3,audit_commute_1km,37,10352,1694,CHAMPION,0.9427386359204541,0.9425242038878402,0.9426716472171018,0.942580419853147
3,audit_commute_1km,26,8027,1534,CHAMPION,0.939231719004982,0.9386634608607685,0.9391766501724553,0.9392124424036234
3,audit_commute_1km,54,8777,1527,LGBM,0.9450627102951472,0.944562428019782,0.9449372445407944,0.9453158096786577
3,audit_commute_1km,53,8167,1329,CHAMPION,0.9473895600890081,0.9469370804632458,0.9473204557103655,0.9472614749031164
3,audit_commute_1km,61,4317,606,CAT,0.9460014513981713,0.9460265751716643,0.9459207440550038,0.9455396631013142
3,audit_commute_1km,57,6882,1069,XGB,0.9473921955193169,0.9466591847536335,0.947533004393076,0.9471398660175404
3,audit_commute_1km,12,2516,808,CHAMPION,0.9428809098708466,0.942145436733369,0.9426787453335498,0.9423178925035361
3,audit_commute_1km,28,9092,1560,CHAMPION,0.9431516555006332,0.9426594819368984,0.9430985913095578,0.9430237822895816
3,audit_commute_1km,43,10753,1987,CHAMPION,0.9421551228318314,0.942068861700988,0.9421281106108254,0.9417351272892784
3,audit_commute_1km,51,7983,1202,CHAMPION,0.9458452473523336,0.9456398677816872,0.9457048923769336,0.9456937891205753
3,audit_commute_1km,64,1577,234,CAT,0.945023579051874,0.9453767875212401,0.9446003653002909,0.9441707874321427
3,audit_commute_1km,24,9102,1441,LGBM,0.9461050821047075,0.945242271367157,0.9461402286208406,0.9462023691107052
3,audit_commute_1km,35,8057,1409,LGBM,0.945380724652163,0.944769645283586,0.9453211006431921,0.9454643690765655
3,audit_commute_1km,58,6602,926,XGB,0.9452956025674395,0.9444437151158985,0.9454742563512467,0.9448703723152465
3,audit_commute_1km,55,8807,1580,CHAMPION,0.9494744129346177,0.9489858704961879,0.9493643737531375,0.949411489614368
3,audit_commute_1km,71,605,63,CHAMPION,0.9623381948105195,0.9622503367890821,0.961723188660458,0.961869618696187
3,audit_commute_1km,40,8845,1676,CHAMPION,0.9510288347036482,0.9505051666033582,0.9509906748460539,0.9509079466051625
3,audit_commute_1km,16,5532,1312,XGB,0.9366026145821293,0.9359125751358226,0.9366474973991445,0.9363893986244365
3,audit_commute_1km,46,11677,2080,CHAMPION,0.9439643348081532,0.9437564623560247,0.9439183969750162,0.9435967569993827
3,audit_commute_1km,38,9693,1732,XGB,0.9466056813339162,0.9460276614082567,0.9466134414508605,0.9464340159431965
3,audit_commute_1km,56,6020,1193,LGBM,0.9444000471641512,0.9438422737705323,0.9442398522838233,0.9444539664165543
3,audit_commute_1km,60,4036,777,LGBM,0.9487205611783702,0.9479437794871977,0.948583923422831,0.9487916444037954
3,audit_commute_1km,70,1372,250,CHAMPION,0.9601069518716578,0.9591550802139036,0.959939393939394,0.9597361853832442
3,audit_commute_1km,17,5214,1159,CHAMPION,0.9416541748541676,0.941478846192719,0.9416413018153112,0.9410225448401989
3,audit_commute_1km,62,2639,255,CAT,0.9496265956046848,0.950356954862482,0.9491939728911699,0.9486971969996052
3,audit_commute_1km,15,3719,1159,CAT,0.9453290147756687,0.9454506848576358,0.9451470152070751,0.9448632306945643
3,audit_commute_1km,67,3005,83,CAT,0.9331205726396345,0.935685246117942,0.931528990706151,0.9323618910962124
3,audit_commute_1km,69,1675,106,CAT,0.9453112786656566,0.9460718881152519,0.9448813689767548,0.9442019312866025
4,audit_commute_1km,23,6333,1141,LGBM,0.9489635676271322,0.9484110760301361,0.948856462244213,0.9491976127231403
4,audit_commute_1km,5,116148,21477,XGB,0.9438402159611072,0.9433745632206898,0.9438534745433624,0.9437207706831324
4,audit_commute_1km,36,10013,1867,CAT,0.94181502259711,0.9418509891323202,0.9417543660546394,0.9412736835031695
4,audit_commute_1km,50,10131,1758,XGB,0.9481632616458966,0.947800789063172,0.9481698514388913,0.947898447077916
4,audit_commute_1km,55,8774,1560,CHAMPION,0.951415561266199,0.9510956704555955,0.9512725434162916,0.9513309234892267
4,audit_commute_1km,42,7664,1469,LGBM,0.9459705586149263,0.945311086094047,0.9458190826722401,0.9461322538268692
4,audit_commute_1km,52,10457,1591,CHAMPION,0.9482991967988217,0.9478568966565966,0.9482883856477256,0.9481005906362244
4,audit_commute_1km,31,10540,1687,XGB,0.9412542782861025,0.9407698795802694,0.9412988380122385,0.9410402175130638
4,audit_commute_1km,66,2800,242,CAT,0.9405010370963887,0.9411084331121292,0.9404315742541628,0.9385916166426508
4,audit_commute_1km,27,9602,1679,CHAMPION,0.9426002973678235,0.9423652701925479,0.942434917618709,0.9424919736321534
4,audit_commute_1km,47,11046,1717,LGBM,0.9440280004367616,0.9432674759408118,0.9440465109861828,0.9441567939054158
4,audit_commute_1km,33,9587,1659,CHAMPION,0.9429385643181643,0.9424233791282483,0.9429110031269976,0.9428809709324852
4,audit_commute_1km,19,3652,964,CAT,0.9341394363762103,0.9342779805127446,0.9336720911134163,0.9338268437561746
4,audit_commute_1km,44,9565,1671,CHAMPION,0.9477695336942799,0.9476259116719635,0.9476262149119157,0.9476314458010895
4,audit_commute_1km,35,8036,1448,CHAMPION,0.9472465004176354,0.9469824907667381,0.9471336005192768,0.9470491090447389
4,audit_commute_1km,25,7535,1344,CHAMPION,0.9447250497073324,0.9446180275130567,0.9446965665405235,0.9444603485474307
4,audit_commute_1km,49,9630,1443,LGBM,0.940837869749559,0.9402806843261222,0.9407120850873141,0.940910284809149
4,audit_commute_1km,20,6316,1244,XGB,0.9442840619199285,0.9436572361213953,0.9443564123565986,0.944066218162638
4,audit_commute_1km,32,10706,1905,CHAMPION,0.9459306849227643,0.945748261128761,0.9458524905157223,0.9457105954017991
4,audit_commute_1km,54,8847,1541,XGB,0.9463964529700373,0.945678509462945,0.9464359785002433,0.946411019682293
4,audit_commute_1km,29,8960,1445,CHAMPION,0.9495348863979078,0.9490486155716249,0.9494855272154654,0.9494657743336856
4,audit_commute_1km,13,998,311,CAT,0.9505422242191925,0.9510898308971857,0.950013339137028,0.9494938148527781
4,audit_commute_1km,45,10124,1588,CHAMPION,0.9528338933165564,0.952771223492029,0.9526864587735098,0.9526398344896942
4,audit_commute_1km,41,10478,1791,CHAMPION,0.9474654780110341,0.9472942202281889,0.9473961907564246,0.9472411621310831
4,audit_commute_1km,37,10330,1663,CHAMPION,0.9456847640093772,0.9455598786697298,0.9455693491413196,0.9455630354935931
4,audit_commute_1km,21,8872,1473,CHAMPION,0.9426380714004489,0.9424537379457254,0.9424733732664374,0.94251530476908
4,audit_commute_1km,11,2640,781,CAT,0.9367715904700048,0.9370322871258556,0.9365188145844111,0.9360346144547858
