fold,feature,is_commute_hte,is_income_hte,is_fine_income_te,is_exact_te,is_income_digit,is_exact_frequency,gain_importance
2,HTE__income_100k_bucket,False,True,False,False,False,False,0.010420158505439758
2,HTE__commute_1km_bucket,True,False,False,False,False,False,0.033526722341775894
2,HTE__commute_5km_bucket,True,False,False,False,False,False,0.009125159122049809
2,HTE__commute_10km_bucket,True,False,False,False,False,False,0.00992688536643982
2,HTE__income_50_bucket,False,False,True,False,False,False,0.048868052661418915
2,HTE__income_250_bucket,False,False,True,False,False,False,0.015732573345303535
3,Age,False,False,False,False,False,False,0.018907805904746056
3,Annual_Income_USD,False,False,False,False,False,False,0.07387780398130417
3,Daily_Commute_km,False,False,False,False,False,False,0.011780929751694202
3,Number_of_Cars_Owned,False,False,False,False,False,False,0.010326193645596504
3,Charging_Stations_Near_Home,False,False,False,False,False,False,0.01315438561141491
3,Charging_Stations_Near_Work,False,False,False,False,False,False,0.011293112300336361
3,Environmental_Concern_Level,False,False,False,False,False,False,0.056892700493335724
3,Gender,False,False,False,False,False,False,0.008381500840187073
3,City_Type,False,False,False,False,False,False,0.01041051559150219
3,Current_Car_Type,False,False,False,False,False,False,0.010759714059531689
3,Home_Charging_Possible,False,False,False,False,False,False,0.031009970232844353
3,Subsidy_Available,False,False,False,False,False,False,0.012467781081795692
3,Range_Anxiety_Level,False,False,False,False,False,False,0.020299436524510384
3,FE__income_digit_ones,False,False,False,False,True,False,0.00958025548607111
3,FE__income_digit_tens,False,False,False,False,True,False,0.009373445995151997
3,FE__income_digit_hundreds,False,False,False,False,True,False,0.010027371346950531
3,FE__income_digit_thousands,False,False,False,False,True,False,0.010845107957720757
3,FE__income_digit_ten_thousands,False,False,False,False,True,False,0.03411449119448662
3,FE__income_digit_hundred_thousands,False,False,False,False,True,False,0.21601776778697968
3,FE__income_last2,False,False,False,False,True,False,0.009534923359751701
3,FE__income_last3,False,False,False,False,True,False,0.01023146789520979
3,FE__income_exact_frequency_count,False,False,False,False,False,True,0.012674559839069843
3,FE__income_exact_frequency_log1p,False,False,False,False,False,True,0.013871426694095135
3,FE__income_exact_frequency_rate,False,False,False,False,False,True,0.011297210119664669
3,FE__commute_exact_frequency_count,False,False,False,False,False,True,0.009539630264043808
3,FE__commute_exact_frequency_log1p,False,False,False,False,False,True,0.008820153772830963
3,FE__commute_exact_frequency_rate,False,False,False,False,False,True,0.009806622751057148
3,TE__Annual_Income_USD_exact,False,False,False,True,False,False,0.12091261148452759
3,TE__Daily_Commute_km_exact,False,False,False,True,False,False,0.029095521196722984
3,HTE__income_1k_bucket,False,True,False,False,False,False,0.011886201798915863
3,HTE__income_10k_bucket,False,True,False,False,False,False,0.03408031538128853
3,HTE__income_100k_bucket,False,True,False,False,False,False,0.00993682537227869
3,HTE__commute_1km_bucket,True,False,False,False,False,False,0.03610078990459442
3,HTE__commute_5km_bucket,True,False,False,False,False,False,0.009712197817862034
3,HTE__commute_10km_bucket,True,False,False,False,False,False,0.009921912103891373
3,HTE__income_50_bucket,False,False,True,False,False,False,0.055476319044828415
3,HTE__income_250_bucket,False,False,True,False,False,False,0.01758100464940071
4,Age,False,False,False,False,False,False,0.022532986477017403
4,Annual_Income_USD,False,False,False,False,False,False,0.0870434120297432
4,Daily_Commute_km,False,False,False,False,False,False,0.0134081756696105
4,Number_of_Cars_Owned,False,False,False,False,False,False,0.01399102620780468
4,Charging_Stations_Near_Home,False,False,False,False,False,False,0.01597367413341999
4,Charging_Stations_Near_Work,False,False,False,False,False,False,0.014009731821715832
4,Environmental_Concern_Level,False,False,False,False,False,False,0.07303843647241592
4,Gender,False,False,False,False,False,False,0.011557904072105885
4,City_Type,False,False,False,False,False,False,0.015261891297996044
4,Current_Car_Type,False,False,False,False,False,False,0.013844077475368977
4,Home_Charging_Possible,False,False,False,False,False,False,0.036325473338365555
4,Subsidy_Available,False,False,False,False,False,False,0.014065509662032127
4,Range_Anxiety_Level,False,False,False,False,False,False,0.02591635473072529
4,FE__income_digit_ones,False,False,False,False,True,False,0.01276959478855133
4,FE__income_digit_tens,False,False,False,False,True,False,0.012583195231854916
4,FE__income_digit_hundreds,False,False,False,False,True,False,0.015231700614094734
4,FE__income_digit_thousands,False,False,False,False,True,False,0.015141010284423828
4,FE__income_digit_ten_thousands,False,False,False,False,True,False,0.03064187802374363
4,FE__income_digit_hundred_thousands,False,False,False,False,True,False,0.08211294561624527
